Tình trạng,Hãng,Bộ vi xử lý,RAM,Ổ cứng,Loại ổ cứng,Card màn hình,Kích cỡ màn hình,Chính sách bảo hành,Xuất xứ,Giá
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,4 GB,250 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Mỹ,750.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,NVIDIA,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,4.950.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i7,16 GB,1 TB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Mỹ,13.800.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i7,16 GB,1 TB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Mỹ,13.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,4 GB,128 GB,,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i3,4 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Trung Quốc,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i7,16 GB,512 GB,,Onboard,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,Onboard,15 - 16.9 inch,3 tháng,Đang cập nhật,3.700.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,,,,,,,Bảo hành hãng,Đang cập nhật,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Celeron,4 GB,> 1 TB,,Onboard,9 - 10.9 inch,Hết bảo hành,Nước khác,2.250.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,13.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,256 GB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,AMD,15 - 16.9 inch,1 tháng,Đang cập nhật,14.500.000 đ
Mới,Microsoft,Intel Core i5,8 GB,256 GB,,,13 - 14.9 inch,Còn bảo hành,Mỹ,10.990.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,13.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i5,16 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,7.800.000 đ
Mới,Hãng Khác,Ryzen 5,8 GB,512 GB,,,13 - 14.9 inch,Còn bảo hành,Việt Nam,6.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,4 GB,128 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Mỹ,990.000 đ
Mới,HP,Intel Core i9,16 GB,1 TB,,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,26.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,16 GB,512 GB,,Onboard,15 - 16.9 inch,>12 tháng,Mỹ,9.700.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,4 GB,128 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,,,,,,,Bảo hành hãng,Đang cập nhật,3.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Intel Core i3,,,,,,Bảo hành hãng,Đang cập nhật,1.200.000 đ
Đã sử dụng (qua sửa chữa),HP,Intel Core i3,,,,,,Bảo hành hãng,Đang cập nhật,100.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,9.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,Onboard,15 - 16.9 inch,3 tháng,Nhật Bản,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,1 TB,,AMD,15 - 16.9 inch,1 tháng,Việt Nam,6.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,114.980.000 đ
Mới,LG,Intel Core i7,16 GB,1 TB,,Khác,17 - 18.9 inch,>12 tháng,Việt Nam,29.999.999 đ
Đã sử dụng (chưa sửa chữa),HP,,,,,,,Bảo hành hãng,Đang cập nhật,350.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Trung Quốc,12.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,4 GB,128 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Mỹ,2.999.999 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,< 128 GB,,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,5.890.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core 2 Duo,4 GB,500 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,,13 - 14.9 inch,3 tháng,Đang cập nhật,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,16 GB,256 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,10.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,AMD,4 GB,500 GB,,AMD,13 - 14.9 inch,3 tháng,Trung Quốc,1.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Xeon,16 GB,128 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,7.500.000 đ
Mới,HP,Intel Core i5,16 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,7.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,4 GB,128 GB,,AMD,15 - 16.9 inch,3 tháng,Nước khác,2.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,16 GB,256 GB,,Onboard,13 - 14.9 inch,7-12 tháng,Đang cập nhật,9.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,8 GB,256 GB,,Khác,13 - 14.9 inch,2 tháng,Mỹ,17.200.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i3,2 GB,500 GB,,,,Bảo hành hãng,Đang cập nhật,1.400.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Panasonic,Intel Core i7,8 GB,128 GB,,Onboard,13 - 14.9 inch,1 tháng,Nhật Bản,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,500 GB,,NVIDIA,,Bảo hành hãng,Đang cập nhật,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i3,4 GB,500 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Việt Nam,1.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,16 GB,512 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Mỹ,15.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Ryzen 5,8 GB,512 GB,,AMD,15 - 16.9 inch,>12 tháng,Mỹ,7.299.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,16.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i3,2 GB,500 GB,,,,Bảo hành hãng,Đang cập nhật,1.400.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i5,4 GB,256 GB,,Onboard,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Sony,Intel Core i5,8 GB,128 GB,,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,16 GB,250 GB,,Khác,,Bảo hành hãng,Đang cập nhật,8.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,8 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,8.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,< 128 GB,,Khác,11 - 12.9 inch,Hết bảo hành,Nhật Bản,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,8 GB,128 GB,,,13 - 14.9 inch,3 tháng,Việt Nam,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,,,,,,,Bảo hành hãng,Đang cập nhật,28.900.000 đ
Đã sử dụng (qua sửa chữa),Asus,Intel Core 2 Duo,2 GB,512 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,1.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,,,,,,Bảo hành hãng,Đang cập nhật,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,500 GB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,3.300.000 đ
Đã sử dụng (qua sửa chữa),Lenovo,Intel Core i5,8 GB,,,,,Bảo hành hãng,Đang cập nhật,1.900.000 đ
Mới,Lenovo,Intel Core i7,32 GB,512 GB,,NVIDIA,15 - 16.9 inch,7-12 tháng,Mỹ,17.600.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Đang cập nhật,8.490.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,11.200.000 đ
Mới,Lenovo,Khác,8 GB,512 GB,,Onboard,13 - 14.9 inch,>12 tháng,Trung Quốc,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,4 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,1.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Việt Nam,14.500.000 đ
Mới,Asus,Intel Core i5,8 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,16.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i3,8 GB,256 GB,,Onboard,15 - 16.9 inch,Còn bảo hành,Việt Nam,10.000.000 đ
Đã sử dụng (qua sửa chữa),Apple,Intel Core i7,4 GB,256 GB,,Khác,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,2.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,512 GB,,,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,8.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,250 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,2.400.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,4 GB,128 GB,,Onboard,11 - 12.9 inch,4-6 tháng,Đang cập nhật,3.990.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i3,8 GB,128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,1.800.000 đ
Mới,MSI,Intel Core i7,16 GB,1 TB,,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,29.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,128 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,AMD,15 - 16.9 inch,1 tháng,Đang cập nhật,11.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,4.000.000 đ
Mới,Lenovo,Intel Core i5,8 GB,128 GB,,Khác,13 - 14.9 inch,3 tháng,Đang cập nhật,3.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,250 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Đang cập nhật,3.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,Onboard,15 - 16.9 inch,1 tháng,Mỹ,12.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,21.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,> 32GB,< 128 GB,,Onboard,11 - 12.9 inch,Hết bảo hành,Nước khác,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,9.800.000 đ
Mới,Dell,Intel Core i9,16 GB,,,NVIDIA,17 - 18.9 inch,1 tháng,Mỹ,45.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,17.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Đang cập nhật,7.490.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,5.890.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,16 GB,256 GB,,Khác,15 - 16.9 inch,4-6 tháng,Mỹ,13.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,,,,,,,Bảo hành hãng,Đang cập nhật,12.990.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Ryzen 7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,12.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Ryzen 5,8 GB,128 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,5.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,,,,,,,Bảo hành hãng,Đang cập nhật,4.500.000 đ
Mới,Apple,,,,,,,Bảo hành hãng,Mỹ,23.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,9.700.000 đ
Đã sử dụng (chưa sửa chữa),Samsung,Intel Core i7,8 GB,512 GB,,Khác,15 - 16.9 inch,1 tháng,Hàn Quốc,12.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Nhật Bản,6.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,AMD,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,12.888.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Ryzen 5,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,8.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,11.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,3.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,512 GB,,Khác,15 - 16.9 inch,3 tháng,Mỹ,14.650.000 đ
Mới,Lenovo,Intel Core i7,16 GB,1 TB,,NVIDIA,15 - 16.9 inch,7-12 tháng,Mỹ,31.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Còn bảo hành,Đang cập nhật,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Trung Quốc,10.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,16 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,6.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,16 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,6.900.000 đ
Mới,Acer,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Nước khác,23.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,1 tháng,Nhật Bản,3.990.000 đ
Mới,Hãng Khác,Intel Core i7,8 GB,500 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,4 GB,< 128 GB,,Onboard,15 - 16.9 inch,4-6 tháng,Đang cập nhật,3.990.000 đ
Đã sử dụng (chưa sửa chữa),Razer,Intel Core i7,32 GB,1 TB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Mỹ,9.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,12.000.000 đ
Đã sử dụng (qua sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,8.400.000 đ
Đã sử dụng (chưa sửa chữa),Asus,,,,,,,Bảo hành hãng,Đang cập nhật,1.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,19.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,7.800.000 đ
Đã sử dụng (chưa sửa chữa),Razer,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Đang cập nhật,19.999.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,16 GB,512 GB,,Khác,13 - 14.9 inch,3 tháng,Nước khác,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,8 GB,250 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Việt Nam,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,4 GB,128 GB,,,,Bảo hành hãng,Việt Nam,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,4-6 tháng,Nhật Bản,6.700.000 đ
Đã sử dụng (qua sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i3,8 GB,128 GB,,,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,3.350.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,8 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,3.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Nhật Bản,7.300.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,16 GB,256 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,9.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Pentium,4 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Đài Loan,400.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Ryzen 7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,17.650.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,4.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,16 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Nhật Bản,7.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,4.900.000 đ
Mới,Microsoft,Intel Core i5,8 GB,512 GB,,,13 - 14.9 inch,Bảo hành hãng,Mỹ,14.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,2 GB,250 GB,,,,Bảo hành hãng,Đang cập nhật,750.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,Hết bảo hành,Nhật Bản,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Việt Nam,4.200.000 đ
Đã sử dụng (chưa sửa chữa),HP,,,,,,,Bảo hành hãng,Đang cập nhật,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,16 GB,512 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,10.000.000 đ
Đã sử dụng (qua sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,2.100.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,26.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Khác,4 GB,128 GB,,Khác,9 - 10.9 inch,Hết bảo hành,Đang cập nhật,4.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,16 GB,512 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,9.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,,,,,,,Bảo hành hãng,Đang cập nhật,1.997.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,500 GB,,Khác,13 - 14.9 inch,>12 tháng,Đang cập nhật,18.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i5,8 GB,,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Xeon,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,512 GB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,9.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Khác,8 GB,256 GB,,,13 - 14.9 inch,7-12 tháng,Đang cập nhật,9.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,8 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,9.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,42.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,128 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Việt Nam,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i5,16 GB,256 GB,,,,Bảo hành hãng,Đang cập nhật,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i3,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,2.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,16 GB,512 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,4 GB,128 GB,,Onboard,15 - 16.9 inch,3 tháng,Đang cập nhật,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,512 GB,,,13 - 14.9 inch,1 tháng,Đang cập nhật,8.600.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i7,8 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,256 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Mỹ,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,2 tháng,Mỹ,19.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i7,32 GB,512 GB,,NVIDIA,13 - 14.9 inch,2 tháng,Mỹ,16.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,,,,,,,Bảo hành hãng,Đang cập nhật,1.600.000 đ
Mới,Apple,,,,,,,7-12 tháng,Mỹ,37.500.000 đ
Mới,Acer,,,,,,,1 tháng,Đài Loan,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,4 GB,128 GB,,Onboard,11 - 12.9 inch,1 tháng,Mỹ,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i5,16 GB,512 GB,,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,12.490.000 đ
